"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HHDI","NET","AGRWTH","A","1981",2.77110848159117,
"NOR","HHDI","NET","AGRWTH","A","1982",0.627884428627402,
"NOR","HHDI","NET","AGRWTH","A","1983",1.74056407081573,
"NOR","HHDI","NET","AGRWTH","A","1984",3.09923511035415,
"NOR","HHDI","NET","AGRWTH","A","1985",2.21441218604707,
"NOR","HHDI","NET","AGRWTH","A","1986",1.99606713097889,
"NOR","HHDI","NET","AGRWTH","A","1987",0.317349899752624,
"NOR","HHDI","NET","AGRWTH","A","1988",0.461059847885394,
"NOR","HHDI","NET","AGRWTH","A","1989",1.74555595334399,
"NOR","HHDI","NET","AGRWTH","A","1990",2.2463071520323,
"NOR","HHDI","NET","AGRWTH","A","1991",3.79130157038953,
"NOR","HHDI","NET","AGRWTH","A","1992",4.37710743023481,
"NOR","HHDI","NET","AGRWTH","A","1993",3.87966904304909,
"NOR","HHDI","NET","AGRWTH","A","1994",2.24331101513703,
"NOR","HHDI","NET","AGRWTH","A","1995",2.55212561514038,
"NOR","HHDI","NET","AGRWTH","A","1996",3.98489713335406,
"NOR","HHDI","NET","AGRWTH","A","1997",4.07777287820258,
"NOR","HHDI","NET","AGRWTH","A","1998",5.59806452689889,
"NOR","HHDI","NET","AGRWTH","A","1999",2.90219929689199,
"NOR","HHDI","NET","AGRWTH","A","2000",3.60958706095263,
"NOR","HHDI","NET","AGRWTH","A","2001",0.81970324021123,
"NOR","HHDI","NET","AGRWTH","A","2002",7.31039107220571,
"NOR","HHDI","NET","AGRWTH","A","2003",4.29954798549262,
"NOR","HHDI","NET","AGRWTH","A","2004",3.1623287455894,
"NOR","HHDI","NET","AGRWTH","A","2005",7.32224391094417,
"NOR","HHDI","NET","AGRWTH","A","2006",-4.64981793546487,
"NOR","HHDI","NET","AGRWTH","A","2007",5.19488610254117,
"NOR","HHDI","NET","AGRWTH","A","2008",3.03476347226033,
"NOR","HHDI","NET","AGRWTH","A","2009",3.97547449999025,
"NOR","HHDI","NET","AGRWTH","A","2010",2.27186141944234,
"NOR","HHDI","NET","AGRWTH","A","2011",3.21728426048808,
"NOR","HHDI","NET","AGRWTH","A","2012",3.74197690076802,
"NOR","HHDI","NET","AGRWTH","A","2013",3.05314602841011,
"NOR","HHDI","NET","AGRWTH","A","2014",2.72132536492577,
"NOR","HHDI","NET","AGRWTH","A","2015",2.33951698856532,
"POL","HHDI","NET","AGRWTH","A","2001",3.74171023177958,
"POL","HHDI","NET","AGRWTH","A","2002",-0.049200444749039,
"POL","HHDI","NET","AGRWTH","A","2003",1.01188136458129,
"POL","HHDI","NET","AGRWTH","A","2004",0.402562324559038,
"POL","HHDI","NET","AGRWTH","A","2005",1.24357142335739,
"POL","HHDI","NET","AGRWTH","A","2006",4.46589379659657,
"POL","HHDI","NET","AGRWTH","A","2007",5.00768753049992,
"POL","HHDI","NET","AGRWTH","A","2008",4.51948007542002,
"POL","HHDI","NET","AGRWTH","A","2009",5.79137772340216,
"POL","HHDI","NET","AGRWTH","A","2010",1.87486719032918,
"POL","HHDI","NET","AGRWTH","A","2011",0.069677797996785,
"POL","HHDI","NET","AGRWTH","A","2012",1.07862010347674,
"POL","HHDI","NET","AGRWTH","A","2013",2.21768891858813,
"PRT","HHDI","NET","AGRWTH","A","1996",2.43507637325613,
"PRT","HHDI","NET","AGRWTH","A","1997",2.82913921808827,
"PRT","HHDI","NET","AGRWTH","A","1998",6.20958423179603,
"PRT","HHDI","NET","AGRWTH","A","1999",4.76299626480132,
"PRT","HHDI","NET","AGRWTH","A","2000",2.62538841691002,
"PRT","HHDI","NET","AGRWTH","A","2001",1.76922342330827,
"PRT","HHDI","NET","AGRWTH","A","2002",1.10045763095502,
"PRT","HHDI","NET","AGRWTH","A","2003",-1.00392027671404,
"PRT","HHDI","NET","AGRWTH","A","2004",2.45786884290456,
"PRT","HHDI","NET","AGRWTH","A","2005",1.11087297457371,
"PRT","HHDI","NET","AGRWTH","A","2006",-0.148179813741227,
"PRT","HHDI","NET","AGRWTH","A","2007",1.22491763769569,
"PRT","HHDI","NET","AGRWTH","A","2008",1.08980702030058,
"PRT","HHDI","NET","AGRWTH","A","2009",1.73524988612925,
"PRT","HHDI","NET","AGRWTH","A","2010",0.706211913622353,
"PRT","HHDI","NET","AGRWTH","A","2011",-5.57094847253958,
"PRT","HHDI","NET","AGRWTH","A","2012",-4.80120311996538,
"PRT","HHDI","NET","AGRWTH","A","2013",-0.710142638649511,
"PRT","HHDI","NET","AGRWTH","A","2014",-0.244517159998768,"E"
"PRT","HHDI","NET","AGRWTH","A","2015",1.0013818441529,"E"
"SVK","HHDI","NET","AGRWTH","A","1996",22.2068163233556,
"SVK","HHDI","NET","AGRWTH","A","1997",10.7970971013887,
"SVK","HHDI","NET","AGRWTH","A","1998",4.49747951503268,
"SVK","HHDI","NET","AGRWTH","A","1999",-4.76676910744292,
"SVK","HHDI","NET","AGRWTH","A","2000",1.02016183585462,
"SVK","HHDI","NET","AGRWTH","A","2001",2.66902291850688,
"SVK","HHDI","NET","AGRWTH","A","2002",5.17034883091624,
"SVK","HHDI","NET","AGRWTH","A","2003",0.029208987813844,
"SVK","HHDI","NET","AGRWTH","A","2004",2.90501524386202,
"SVK","HHDI","NET","AGRWTH","A","2005",5.12837454668893,
"SVK","HHDI","NET","AGRWTH","A","2006",3.94221905065934,
"SVK","HHDI","NET","AGRWTH","A","2007",10.291366539581,
"SVK","HHDI","NET","AGRWTH","A","2008",5.44157537774149,
"SVK","HHDI","NET","AGRWTH","A","2009",1.40389552989096,
"SVK","HHDI","NET","AGRWTH","A","2010",2.80469617200794,
"SVK","HHDI","NET","AGRWTH","A","2011",-2.6761298256228,
"SVK","HHDI","NET","AGRWTH","A","2012",-1.42308246098587,
"SVK","HHDI","NET","AGRWTH","A","2013",1.99480873312391,
"SVK","HHDI","NET","AGRWTH","A","2014",5.36274929605422,
"ESP","HHDI","NET","AGRWTH","A","2000",5.25739589318785,
"ESP","HHDI","NET","AGRWTH","A","2001",3.25148026448089,
"ESP","HHDI","NET","AGRWTH","A","2002",3.41112145915068,
"ESP","HHDI","NET","AGRWTH","A","2003",3.95377127037662,
"ESP","HHDI","NET","AGRWTH","A","2004",2.97263453081649,
"ESP","HHDI","NET","AGRWTH","A","2005",2.90452192398682,
"ESP","HHDI","NET","AGRWTH","A","2006",2.09461903972221,
"ESP","HHDI","NET","AGRWTH","A","2007",1.22331456457927,
"ESP","HHDI","NET","AGRWTH","A","2008",2.43761507300493,
"ESP","HHDI","NET","AGRWTH","A","2009",3.43002746411995,
"ESP","HHDI","NET","AGRWTH","A","2010",-2.87471271437394,
"ESP","HHDI","NET","AGRWTH","A","2011",-1.24860950655637,
"ESP","HHDI","NET","AGRWTH","A","2012",-5.212339760878,
"ESP","HHDI","NET","AGRWTH","A","2013",-1.78372579471481,
"ESP","HHDI","NET","AGRWTH","A","2014",0.62171743637873,
"SWE","HHDI","NET","AGRWTH","A","1996",-0.408326511902689,
"SWE","HHDI","NET","AGRWTH","A","1997",-1.21601303581185,
"SWE","HHDI","NET","AGRWTH","A","1998",2.80719851968097,
"SWE","HHDI","NET","AGRWTH","A","1999",2.64000074790019,
"SWE","HHDI","NET","AGRWTH","A","2000",3.47966720457114,
"SWE","HHDI","NET","AGRWTH","A","2001",5.60821997168281,
"SWE","HHDI","NET","AGRWTH","A","2002",2.95712379758044,
"SWE","HHDI","NET","AGRWTH","A","2003",0.608323844081397,
"SWE","HHDI","NET","AGRWTH","A","2004",0.996452814103507,
"SWE","HHDI","NET","AGRWTH","A","2005",1.92440850440659,
"SWE","HHDI","NET","AGRWTH","A","2006",3.40732039740644,
"SWE","HHDI","NET","AGRWTH","A","2007",4.05490110238839,
"SWE","HHDI","NET","AGRWTH","A","2008",1.73385196650253,
"SWE","HHDI","NET","AGRWTH","A","2009",2.52710671500056,
"SWE","HHDI","NET","AGRWTH","A","2010",1.51585510171973,
"SWE","HHDI","NET","AGRWTH","A","2011",3.11204593809672,
"SWE","HHDI","NET","AGRWTH","A","2012",2.7556069600492,
"SWE","HHDI","NET","AGRWTH","A","2013",1.37347081725258,
"SWE","HHDI","NET","AGRWTH","A","2014",1.71369350206782,
"SWE","HHDI","NET","AGRWTH","A","2015",2.58556032335032,
"CHE","HHDI","NET","AGRWTH","A","1996",0.476372511683659,
"CHE","HHDI","NET","AGRWTH","A","1997",1.98611332648907,
"CHE","HHDI","NET","AGRWTH","A","1998",2.8751603019612,
"CHE","HHDI","NET","AGRWTH","A","1999",2.89170297858523,
"CHE","HHDI","NET","AGRWTH","A","2000",2.85135133321449,
"CHE","HHDI","NET","AGRWTH","A","2001",2.67075611063677,
"CHE","HHDI","NET","AGRWTH","A","2002",0.001619755716483,
"CHE","HHDI","NET","AGRWTH","A","2003",-0.125818793148118,
"CHE","HHDI","NET","AGRWTH","A","2004",1.33669973435065,
"CHE","HHDI","NET","AGRWTH","A","2005",1.65738775852609,
"CHE","HHDI","NET","AGRWTH","A","2006",3.09048017381701,
"CHE","HHDI","NET","AGRWTH","A","2007",3.51064020985155,
"CHE","HHDI","NET","AGRWTH","A","2008",0.721719416670805,
"CHE","HHDI","NET","AGRWTH","A","2009",2.60219336968811,
"CHE","HHDI","NET","AGRWTH","A","2010",1.06853920561252,
"CHE","HHDI","NET","AGRWTH","A","2011",1.73745847370601,
"CHE","HHDI","NET","AGRWTH","A","2012",3.99193583993375,
"CHE","HHDI","NET","AGRWTH","A","2013",3.00407487502596,
"GBR","HHDI","NET","AGRWTH","A","1996",2.88480092718677,
"GBR","HHDI","NET","AGRWTH","A","1997",3.63787968185579,
"GBR","HHDI","NET","AGRWTH","A","1998",2.64029795381867,
"GBR","HHDI","NET","AGRWTH","A","1999",3.17990821894996,
"GBR","HHDI","NET","AGRWTH","A","2000",5.6999643245288,
"GBR","HHDI","NET","AGRWTH","A","2001",4.45582109372112,
"GBR","HHDI","NET","AGRWTH","A","2002",2.07236096003347,
"GBR","HHDI","NET","AGRWTH","A","2003",2.00740957307714,
"GBR","HHDI","NET","AGRWTH","A","2004",1.25918763057502,
"GBR","HHDI","NET","AGRWTH","A","2005",2.18012963607907,
"GBR","HHDI","NET","AGRWTH","A","2006",1.28360174345376,
"GBR","HHDI","NET","AGRWTH","A","2007",2.34132932135888,
"GBR","HHDI","NET","AGRWTH","A","2008",0.815244515158984,
"GBR","HHDI","NET","AGRWTH","A","2009",2.7887095204261,
"GBR","HHDI","NET","AGRWTH","A","2010",1.05888525028328,
"GBR","HHDI","NET","AGRWTH","A","2011",-1.58230704707461,
"GBR","HHDI","NET","AGRWTH","A","2012",2.12635931001237,
"GBR","HHDI","NET","AGRWTH","A","2013",-0.060250512042386,
"GBR","HHDI","NET","AGRWTH","A","2014",1.5236691213168,
"GBR","HHDI","NET","AGRWTH","A","2015",3.41675444748325,
"USA","HHDI","NET","AGRWTH","A","1971",4.59111981309908,
"USA","HHDI","NET","AGRWTH","A","1972",4.71109658644053,
"USA","HHDI","NET","AGRWTH","A","1973",5.87747642789349,
"USA","HHDI","NET","AGRWTH","A","1974",-0.516945811810107,
"USA","HHDI","NET","AGRWTH","A","1975",2.63714203203648,
"USA","HHDI","NET","AGRWTH","A","1976",3.07573378392718,
"USA","HHDI","NET","AGRWTH","A","1977",3.02112013667728,
"USA","HHDI","NET","AGRWTH","A","1978",4.26058800588282,
"USA","HHDI","NET","AGRWTH","A","1979",1.77609936858467,
"USA","HHDI","NET","AGRWTH","A","1980",0.521557518757789,
"USA","HHDI","NET","AGRWTH","A","1981",2.04772019033531,
"USA","HHDI","NET","AGRWTH","A","1982",1.62763561156712,
"USA","HHDI","NET","AGRWTH","A","1983",3.1794781031818,
"USA","HHDI","NET","AGRWTH","A","1984",6.51687765479888,
"USA","HHDI","NET","AGRWTH","A","1985",2.73856019094296,
"USA","HHDI","NET","AGRWTH","A","1986",3.77145804095013,
"USA","HHDI","NET","AGRWTH","A","1987",2.2468458827191,
"USA","HHDI","NET","AGRWTH","A","1988",4.80415706118428,
"USA","HHDI","NET","AGRWTH","A","1989",2.97445481219425,
"USA","HHDI","NET","AGRWTH","A","1990",2.15608919850511,
"USA","HHDI","NET","AGRWTH","A","1991",0.748139783482797,
"USA","HHDI","NET","AGRWTH","A","1992",4.3243537393199,
"USA","HHDI","NET","AGRWTH","A","1993",1.6939829738578,
"USA","HHDI","NET","AGRWTH","A","1994",2.73358326912822,
"USA","HHDI","NET","AGRWTH","A","1995",3.03022207082867,
"USA","HHDI","NET","AGRWTH","A","1996",2.86438449005128,
"USA","HHDI","NET","AGRWTH","A","1997",3.46207836842093,
"USA","HHDI","NET","AGRWTH","A","1998",5.6840653116422,
"USA","HHDI","NET","AGRWTH","A","1999",3.20514730398846,
"USA","HHDI","NET","AGRWTH","A","2000",4.66773149712637,
"USA","HHDI","NET","AGRWTH","A","2001",2.80830430214556,
"USA","HHDI","NET","AGRWTH","A","2002",3.28192800382818,
"USA","HHDI","NET","AGRWTH","A","2003",2.71254645666048,
"USA","HHDI","NET","AGRWTH","A","2004",3.26677776779518,
"USA","HHDI","NET","AGRWTH","A","2005",1.3270806156407,
"USA","HHDI","NET","AGRWTH","A","2006",3.59510847799491,
"USA","HHDI","NET","AGRWTH","A","2007",1.82855566074709,
"USA","HHDI","NET","AGRWTH","A","2008",1.69860188361841,
"USA","HHDI","NET","AGRWTH","A","2009",-0.078898080924574,
"USA","HHDI","NET","AGRWTH","A","2010",1.09052446365855,
"USA","HHDI","NET","AGRWTH","A","2011",2.29979762604931,
"USA","HHDI","NET","AGRWTH","A","2012",3.07291340684824,
"USA","HHDI","NET","AGRWTH","A","2013",-1.19809480569891,
"EST","HHDI","NET","AGRWTH","A","1996",0.434165158908483,
"EST","HHDI","NET","AGRWTH","A","1997",2.14458072450332,
"EST","HHDI","NET","AGRWTH","A","1998",2.19687210928696,
"EST","HHDI","NET","AGRWTH","A","1999",0.643415296116026,
"EST","HHDI","NET","AGRWTH","A","2000",6.24889662877022,
"EST","HHDI","NET","AGRWTH","A","2001",3.31611426303738,
"EST","HHDI","NET","AGRWTH","A","2002",1.87470997669319,
"EST","HHDI","NET","AGRWTH","A","2003",7.40768267973868,
"EST","HHDI","NET","AGRWTH","A","2004",5.50759641862683,
"EST","HHDI","NET","AGRWTH","A","2005",8.16310202880782,
"EST","HHDI","NET","AGRWTH","A","2006",11.3280533111902,
"EST","HHDI","NET","AGRWTH","A","2007",10.2845781393219,
"EST","HHDI","NET","AGRWTH","A","2008",4.98268477380637,
"EST","HHDI","NET","AGRWTH","A","2009",-7.81300047054452,
"EST","HHDI","NET","AGRWTH","A","2010",-3.33681370040213,
"EST","HHDI","NET","AGRWTH","A","2011",3.47282219506286,
"EST","HHDI","NET","AGRWTH","A","2012",-0.227560857674222,
"EST","HHDI","NET","AGRWTH","A","2013",5.12980058716123,
"EST","HHDI","NET","AGRWTH","A","2014",2.26641394116077,
"RUS","HHDI","NET","AGRWTH","A","2003",6.93718021001793,
"RUS","HHDI","NET","AGRWTH","A","2004",8.36900429695183,
"RUS","HHDI","NET","AGRWTH","A","2005",10.9213325884234,
"RUS","HHDI","NET","AGRWTH","A","2006",11.8342401961254,
"RUS","HHDI","NET","AGRWTH","A","2007",12.3301764090661,
"RUS","HHDI","NET","AGRWTH","A","2008",7.23025737969935,
"RUS","HHDI","NET","AGRWTH","A","2009",-1.88301853618656,
"RUS","HHDI","NET","AGRWTH","A","2010",7.01122221776335,
"RUS","HHDI","NET","AGRWTH","A","2011",4.02718770582097,
"RUS","HHDI","NET","AGRWTH","A","2012",4.85260455162102,
"RUS","HHDI","NET","AGRWTH","A","2013",2.43098996185375,
"SVN","HHDI","NET","AGRWTH","A","1996",3.22724436691353,
"SVN","HHDI","NET","AGRWTH","A","1997",5.10528697831134,
"SVN","HHDI","NET","AGRWTH","A","1998",1.82631299040806,
"SVN","HHDI","NET","AGRWTH","A","1999",3.31073992578468,
"SVN","HHDI","NET","AGRWTH","A","2000",4.53718655513332,
"SVN","HHDI","NET","AGRWTH","A","2001",3.88926614838929,
"SVN","HHDI","NET","AGRWTH","A","2002",2.70067363714614,
"SVN","HHDI","NET","AGRWTH","A","2003",0.680055519527296,
"SVN","HHDI","NET","AGRWTH","A","2004",3.21798037784194,
"SVN","HHDI","NET","AGRWTH","A","2005",4.35772116822078,
"SVN","HHDI","NET","AGRWTH","A","2006",2.99135138917058,
"SVN","HHDI","NET","AGRWTH","A","2007",4.09967408309602,
"SVN","HHDI","NET","AGRWTH","A","2008",2.87404794149737,
"SVN","HHDI","NET","AGRWTH","A","2009",-0.73117950622448,
"SVN","HHDI","NET","AGRWTH","A","2010",-0.378509496041968,
"SVN","HHDI","NET","AGRWTH","A","2011",0.291421429008267,
"SVN","HHDI","NET","AGRWTH","A","2012",-3.70726028027463,
"SVN","HHDI","NET","AGRWTH","A","2013",-1.7813833531857,
"SVN","HHDI","NET","AGRWTH","A","2014",1.29077628304378,
"ZAF","HHDI","NET","AGRWTH","A","2009",0.909798156449191,
"ZAF","HHDI","NET","AGRWTH","A","2010",5.02676026826081,
"ZAF","HHDI","NET","AGRWTH","A","2011",4.74704223856159,
"ZAF","HHDI","NET","AGRWTH","A","2012",2.47542362768747,
"ZAF","HHDI","NET","AGRWTH","A","2013",3.18338304082488,
"ZAF","HHDI","NET","AGRWTH","A","2014",1.85570815535026,
"EA","HHDI","NET","AGRWTH","A","2001",2.94967341449763,
"EA","HHDI","NET","AGRWTH","A","2002",1.53916314306906,
"EA","HHDI","NET","AGRWTH","A","2003",1.29358028519116,
"EA","HHDI","NET","AGRWTH","A","2004",1.59751665361183,
"EA","HHDI","NET","AGRWTH","A","2005",1.09542731133345,
"EA","HHDI","NET","AGRWTH","A","2006",1.6303754990732,
"EA","HHDI","NET","AGRWTH","A","2007",1.61026748340736,
"EA","HHDI","NET","AGRWTH","A","2008",0.680709597440176,
"EA","HHDI","NET","AGRWTH","A","2009",0.502924482498528,
"EA","HHDI","NET","AGRWTH","A","2010",-0.437445199467005,
"EA","HHDI","NET","AGRWTH","A","2011",-0.270708837447381,
"EA","HHDI","NET","AGRWTH","A","2012",-1.50634352095076,
"EA","HHDI","NET","AGRWTH","A","2013",-0.228808242342213,
"EA","HHDI","NET","AGRWTH","A","2014",0.790314674411629,
"EA","HHDI","NET","AGRWTH","A","2015",1.66812223031693,
"EU","HHDI","NET","AGRWTH","A","2001",3.42144521732786,
"EU","HHDI","NET","AGRWTH","A","2002",1.62477743399148,
"EU","HHDI","NET","AGRWTH","A","2003",1.61830558178323,
"EU","HHDI","NET","AGRWTH","A","2004",1.56619045999113,
"EU","HHDI","NET","AGRWTH","A","2005",1.49250614435612,
"EU","HHDI","NET","AGRWTH","A","2006",1.7597981553168,
"EU","HHDI","NET","AGRWTH","A","2007",1.86481139211619,
"EU","HHDI","NET","AGRWTH","A","2008",1.25697508244207,
"EU","HHDI","NET","AGRWTH","A","2009",1.38884010733096,
"EU","HHDI","NET","AGRWTH","A","2010",-0.337443341178333,
"EU","HHDI","NET","AGRWTH","A","2011",-0.253938098699769,
"EU","HHDI","NET","AGRWTH","A","2012",-0.816239037491935,
"EU","HHDI","NET","AGRWTH","A","2013",0.017732332164278,
"EU","HHDI","NET","AGRWTH","A","2014",0.569934665087583,
"EU","HHDI","NET","AGRWTH","A","2015",2.23508064101864,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1994",15900.5629261992,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1995",16411.7079158791,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1996",16807.723467125,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1997",17137.7396519228,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1998",17299.3514991598,
"JPN","HHDI","GROSSADJ","USD_CAP","A","1999",17572.2515315372,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2000",18596.0510986774,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2001",18750.196933365,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2002",19826.594948068,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2003",20508.5700391189,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2004",21269.2137714198,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2005",22381.8369545792,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2006",23043.9957013297,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2007",23867.6825931107,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2008",24274.9001463572,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2009",24593.0070390186,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2010",25609.2432085794,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2011",26568.3387464214,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2012",27654.5552170529,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2013",28882.383523282,
"JPN","HHDI","GROSSADJ","USD_CAP","A","2014",28459.9104258193,
"NLD","HHDI","GROSSADJ","USD_CAP","A","1995",16224.0306536629,
"NLD","HHDI","GROSSADJ","USD_CAP","A","1996",16902.4777384271,
"NLD","HHDI","GROSSADJ","USD_CAP","A","1997",17904.0297979457,
"NLD","HHDI","GROSSADJ","USD_CAP","A","1998",18812.675255301,
"NLD","HHDI","GROSSADJ","USD_CAP","A","1999",19829.2860952952,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2000",22067.0311599462,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2001",23578.2797494346,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2002",25356.2869408383,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2003",24330.7036207843,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2004",25128.426590289,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2005",25310.6116335328,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2006",27145.3167319236,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2007",28597.3438425612,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2008",29618.9309903184,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2009",29471.1251554926,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2010",28908.9392975033,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2011",29321.0824981007,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2012",29479.3903716623,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2013",29509.6874958043,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2014",29153.3876427041,
"NLD","HHDI","GROSSADJ","USD_CAP","A","2015",29574.5726550515,
"CZE","HHDI","GROSSADJ","USD_CAP","A","1995",9480.28389412305,
"CZE","HHDI","GROSSADJ","USD_CAP","A","1996",10256.674793529,
"CZE","HHDI","GROSSADJ","USD_CAP","A","1997",10676.3223195503,
"CZE","HHDI","GROSSADJ","USD_CAP","A","1998",10611.91696916,
"CZE","HHDI","GROSSADJ","USD_CAP","A","1999",11012.2280045625,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2000",12004.0078715279,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2001",12962.9031377467,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2002",13744.9714181895,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2003",14317.1502231559,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2004",15020.5706923734,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2005",15437.1292829146,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2006",16383.9179211416,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2007",17392.0290989599,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2008",17181.5981637045,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2009",17961.9716235414,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2010",18310.7965224016,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2011",19029.5945630747,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2012",19305.2050813894,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2013",20037.138870403,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2014",20633.2081444519,
"CZE","HHDI","GROSSADJ","USD_CAP","A","2015",21327.3411202757,
"EU","HHDI","GROSSADJ","USD_CAP","A","1999",16205.4435653625,
"EU","HHDI","GROSSADJ","USD_CAP","A","2000",17724.6881800241,
"EU","HHDI","GROSSADJ","USD_CAP","A","2001",18886.6000450682,
"EU","HHDI","GROSSADJ","USD_CAP","A","2002",20101.4260967204,
"EU","HHDI","GROSSADJ","USD_CAP","A","2003",20318.3547126975,
"EU","HHDI","GROSSADJ","USD_CAP","A","2004",21153.4913193141,
"EU","HHDI","GROSSADJ","USD_CAP","A","2005",21691.765966361,
"EU","HHDI","GROSSADJ","USD_CAP","A","2006",22763.178710092,
"EU","HHDI","GROSSADJ","USD_CAP","A","2007",23734.3678633313,
"EU","HHDI","GROSSADJ","USD_CAP","A","2008",24768.279801998,
"EU","HHDI","GROSSADJ","USD_CAP","A","2009",24887.9701820407,
"EU","HHDI","GROSSADJ","USD_CAP","A","2010",25362.6058467076,
"EU","HHDI","GROSSADJ","USD_CAP","A","2011",25774.7006723211,
"EU","HHDI","GROSSADJ","USD_CAP","A","2012",26309.6235039807,
"EU","HHDI","GROSSADJ","USD_CAP","A","2013",26590.1493597348,
"EU","HHDI","GROSSADJ","USD_CAP","A","2014",26638.8317511531,
"EU","HHDI","GROSSADJ","USD_CAP","A","2015",27335.7432010371,
"DEU","HHDI","GROSSADJ","USD_CAP","A","1995",18674.3480622883,
"DEU","HHDI","GROSSADJ","USD_CAP","A","1996",19280.0556185645,
"DEU","HHDI","GROSSADJ","USD_CAP","A","1997",19511.3136713025,
"DEU","HHDI","GROSSADJ","USD_CAP","A","1998",19766.7497946874,
"DEU","HHDI","GROSSADJ","USD_CAP","A","1999",20621.2592330425,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2000",21759.5294495382,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2001",22760.7014059316,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2002",23759.5986787309,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2003",24643.3063195181,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2004",25430.9945690796,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2005",26668.2032923166,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2006",27715.7997902268,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2007",28706.2853348013,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2008",29982.8450422372,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2009",29677.5277258622,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2010",31530.1932537241,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2011",32742.1118106941,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2012",33845.8399330651,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2013",34286.2419738498,
"DEU","HHDI","GROSSADJ","USD_CAP","A","2014",34887.770541281,
"EA","HHDI","GROSSADJ","USD_CAP","A","1999",18228.837110868,
"EA","HHDI","GROSSADJ","USD_CAP","A","2000",19830.9579703607,
"EA","HHDI","GROSSADJ","USD_CAP","A","2001",21054.8788932218,
"EA","HHDI","GROSSADJ","USD_CAP","A","2002",22295.1461196521,
"EA","HHDI","GROSSADJ","USD_CAP","A","2003",22399.7047083022,
"EA","HHDI","GROSSADJ","USD_CAP","A","2004",23141.6002524126,
"EA","HHDI","GROSSADJ","USD_CAP","A","2005",23758.2418304446,
"EA","HHDI","GROSSADJ","USD_CAP","A","2006",24857.3886931143,
"EA","HHDI","GROSSADJ","USD_CAP","A","2007",25862.9903610198,
